"Subject"	"Q1.a"	"Q1.b"	"Q1.c"	"Q1.d"	"Q1.e"	"Q2.a"	"Q2.b"	"Q2.c"	"Q2.d"	"Q2.e"	"Q2.f"	"Q2.g"	"Q2.h"	"Suspected"	"Game.affect.distraction"	"Surprise"	"Station"	"Condition"	"Game.1"	"Game.2"	"Game.3"	"Game.4"	"Game.5"	"Game.6"	"RA"	"goodSession"	"Assignment"	"irritated"	"happy"	"angered"	"helpful"	"pleased"	"annoyed"	"easy.nav"	"excited"	"engaged"	"challenging"	"stressful"	"violence"	"diff.nav"	"reflexes"	"satisfying"	"effective"	"difficult"	"good.fight"	"hard.control"	"mental.effort"	"comfort.control"	"exhausting"	"aggressed"	"enjoyed"	"often.played"	"FPS.experience"	"FPS.skill"	"mkb.experience"	"vg.freq"	"vg.cumul"	"age"	"race"	"race2"	"year"	"GPA"	"knew.others"	"knew.partner"	"gender"	"rating1"	"rating2"	"rating3"	"rating4"	"rating5"	"rating6"	"L_ring_length"	"L_ring_angle"	"L_index_length"	"L_index_angle"	"R_index_length"	"R_index_angle"	"R_ring_length"	"R_ring_angle"	"DV"	"Violence"	"Difficulty"	"L2d4d"	"R2d4d"
166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	0	295	9	1208	104	67	"SC"	"Yes"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	-2	5	5	-5	3	829.266666666667	84.6733333333333	810.133333333333	84.9733333333333	800.766666666667	83.98	822.7	83.6966666666667	3	"Violent"	"Hard"	0.97692740574001	0.973339816052834
171	0	0	1	0	0	1	1	0	0	1	1	1	0	3	"No"	"Yes"	4	3	0	528	17	2318	127	0	"DT"	"Yes"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	8	7	5	7	919.966666666667	87.9866666666667	896.633333333333	80.26	864.3	81.3033333333333	909.233333333333	88.6766666666667	5	"Less Violent"	"Easy"	0.974636762201528	0.950581075631485
172	0	0	1	0	0	0	1	0	0	0	0	0	0	1	"No"	"Maybe"	2	4	7	309	3	1430	35	138	"MB"	"Yes"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	8	8	7	8	914.033333333333	84.4366666666667	851.766666666667	89.3966666666667	849.6	87.8433333333333	908.833333333333	82.7966666666667	5	"Less Violent"	"Hard"	0.931877028554758	0.934824867045663
173	0	1	0	0	0	1	0	0	0	0	0	0	0	2	"No"	"No"	4	1	0	521	18	3276	13	0	"JC"	"Yes"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	5	7	5	5	840.033333333333	87.68	819.833333333333	79.0966666666667	832.166666666667	81.3533333333333	852.633333333333	86.1233333333333	5	"Violent"	"Easy"	0.975953335185112	0.975995934164745
174	0	0	1	0	0	1	0	0	0	0	1	0	0	1	"No"	"No"	2	2	5	251	3	1146	33	99	"MB"	"Yes"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	6	7	8	7	901.3	82.8033333333333	873.3	87.8566666666667	852.366666666667	88.46	900.1	82.81	7	"Violent"	"Hard"	0.968933762343282	0.946968855312373
175	0	0	0	1	0	0	1	0	0	0	0	0	0	3	"Maybe"	"Maybe"	4	3	0	364	12	725	185	0	"JC"	"Yes"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	-1	-2	7	4	4	941.4	87.32	901.7	85.5466666666667	862.233333333333	86.9166666666667	911.766666666667	89.14	6	"Less Violent"	"Easy"	0.957828765668154	0.945673235111322
179	0	0	0	1	1	1	1	0	0	0	0	1	0	2	"No"	"No"	4	3	0	539	17	1849	174	0	"DT"	"Yes"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6	2	5	10	4	3	880.233333333333	81.5933333333333	817.5	83.16	799.033333333333	89.4966666666667	872.933333333333	81.8133333333333	3	"Less Violent"	"Easy"	0.928731018290605	0.915342905147396
180	0	1	1	0	0	0	0	1	0	0	1	0	0	2	"No"	"No"	2	4	1	396	16	1936	41	67	"JC"	"Yes"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	7	6	4	918.2	81.3566666666667	927.033333333333	89.3833333333333	925.366666666667	82.91	889.6	78.59	7	"Less Violent"	"Hard"	1.00962027154578	1.04020533573142
183	0	1	0	0	0	0	0	0	0	0	0	1	0	2	"Yes"	"No"	4	3	0	309	22	1570	83	0	"RP"	"Yes"	9	5	4	5	1	2	2	7	1	2	1	1	2	7	1	4	3	5	1	1	1	7	1	4	5	2	5	5	5	5	6	20	5	NA	2	2.4	"No"	"No"	"M"	-1	-1	1	4	-1	2	897.2	88.8666666666667	888.4	83.67	882.13	78.93	900.5	84.9433333333333	9	"Less Violent"	"Easy"	0.990191707534552	0.979600222098834
184	0	1	0	0	0	0	0	0	0	0	0	1	0	2	"No"	"Maybe"	4	4	8	425	11	1231	161	140	"RP"	"Maybe"	9	7	1	5	1	1	7	7	6	7	5	4	5	5	6	4	6	5	5	2	5	7	5	2	7	2	7	7	7	5	7	19	2	NA	1	2.8	"No"	"No"	"M"	4	9	3	10	3	6	936.333333333333	82.3966666666667	904.566666666667	81.8	898.066666666667	78.5033333333333	945.6	87.05	9	"Less Violent"	"Hard"	0.966073335706658	0.94973209249859
187	0	0	1	0	0	1	0	0	0	0	0	0	0	4	"No"	"Yes"	4	3	0	318	10	0	366	0	"RP"	"Yes"	9	6	1	7	1	1	7	7	3	6	1	1	1	1	2	5	5	3	2	1	1	7	1	1	2	1	7	7	7	3	3	19	5	NA	2	3.2	"No"	"No"	"M"	5	3	0	6	-5	3	912.833333333333	79.7166666666667	952.5	83.9633333333333	931.833333333333	88.9533333333333	905.766666666667	83.7266666666667	9	"Less Violent"	"Easy"	1.04345444586452	1.02877856695985
189	0	0	1	0	0	1	0	0	0	1	1	0	0	3	"No"	"No"	2	1	0	335	10	379	265	0	"JC"	"Yes"	9	7	4	5	1	5	5	7	6	7	1	1	7	1	1	7	7	1	1	1	1	7	1	1	7	4	7	7	5	2	7	19	2	NA	1	3.197	"No"	"No"	"M"	10	10	10	10	10	10	952.6	88.7766666666667	942.866666666667	86.11	947.6	88.7733333333333	919.1	84.4	9	"Violent"	"Easy"	0.989782350059487	1.03100859536503
190	0	0	0	0	1	0	0	1	0	0	1	1	0	3	"Maybe"	"No"	2	2	0	237	8	930	99	31	"JC"	"Maybe"	2	1	7	1	4	4	1	7	4	4	1	1	4	1	1	4	7	1	1	1	2	7	2	1	1	1	2	1	6	1	2	19	5	NA	1	3.5	"No"	"No"	"M"	10	8	8	8	8	9	839.066666666667	81.1633333333333	872.033333333333	83.1033333333333	847	84.4433333333333	830.233333333333	82.78	2	"Violent"	"Hard"	1.03928968695376	1.02019512586823
191	0	0	1	0	0	1	0	0	0	0	1	1	0	4	"No"	"No"	2	3	0	442	15	2057	138	0	"JC"	"Yes"	4	1	4	4	5	2	3	7	5	3	1	2	3	3	2	6	6	2	1	2	2	7	1	2	5	5	6	6	5	5	6	19	5	NA	1	3.85	"No"	"No"	"M"	4	-5	2	6	-1	3	917.666666666667	89.85	847	85.4633333333333	849.633333333333	81.8333333333333	894.5	87.0966666666667	4	"Less Violent"	"Easy"	0.922993098438067	0.949841624743804
192	0	1	0	0	0	0	0	0	0	0	0	0	1	4	"No"	"No"	4	4	1	432	10	1413	138	73	"HG"	"Yes"	3	5	4	4	1	3	6	7	4	5	5	2	2	3	4	4	6	3	2	3	5	6	1	5	5	4	7	7	7	5	5	18	5	NA	1	3	"No"	"No"	"M"	3	2	4	5	3	5	812.8	84.4666666666667	817.233333333333	86.8666666666667	813.2	88.87	809.333333333333	85.37	3	"Less Violent"	"Hard"	1.00545439632546	1.00477759472817
193	0	0	0	0	1	0	0	1	1	0	0	0	0	4	"Maybe"	"No"	2	1	0	410	14	1865	86	0	"MB"	"Yes"	4	3	3	3	2	2	4	7	3	5	1	1	7	1	1	6	6	1	1	1	1	7	1	5	5	2	5	5	2	2	5	18	5	NA	1	3.5	"No"	"No"	"M"	2	-5	4	6	1	2	905.4	85.59	869.366666666667	88.4633333333333	886.2	85.1466666666667	916.066666666667	79.6266666666667	4	"Violent"	"Easy"	0.960201752448274	0.967396841569027
197	1	0	1	1	0	1	1	0	0	0	0	1	0	2	"Maybe"	"No"	4	1	0	460	15	234	353	0	"AM"	"Yes"	2	4	3	1	5	4	5	7	4	4	1	1	5	1	3	5	3	1	2	3	2	6	4	6	5	4	7	6	7	4	5	20	6	NA	2	3	"No"	"No"	"M"	NA	NA	NA	NA	NA	NA	886.2	83.0433333333333	880.066666666667	89.3266666666667	885.133333333333	87.6066666666667	875.833333333333	79.7233333333333	2	"Violent"	"Easy"	0.993079064169112	1.01061845861085
199	0	0	0	1	0	0	0	0	0	0	0	1	0	5	"Maybe"	"Maybe"	4	2	0	356	11	1110	136	62	"AM"	"Maybe"	4	5	3	4	1	2	5	6	6	6	5	2	4	1	6	6	5	3	5	1	4	7	2	2	6	3	5	4	5	4	6	18	5	NA	1	3.85	"Yes"	"Yes"	"M"	5	0	3	4	-1	2	883.7	89.5433333333333	849.7	84.2133333333333	837.766666666667	89.1133333333333	868.8	89.0133333333333	4	"Violent"	"Hard"	0.961525404549055	0.964280233271946
201	0	1	0	0	0	0	0	0	1	0	0	0	0	4	"No"	"No"	2	1	0	351	12	1041	144	0	"RP"	"Yes"	5	6	2	4	1	2	6	7	4	5	1	1	5	1	5	6	5	2	1	1	2	6	1	6	5	4	6	5	7	3	4	19	5	NA	3	3.78	"No"	"No"	"M"	6	1	7	8	-5	-2	855.966666666667	87.8366666666667	839.9	82.6366666666667	854.133333333333	89.55	858.833333333333	88.04	5	"Violent"	"Easy"	0.981229798668172	0.994527459732195
204	0	0	0	0	1	0	1	0	0	0	1	1	0	3	"No"	"Yes"	4	4	0	323	10	941	128	31	"RP"	"Maybe"	9	6	2	6	1	1	6	7	6	7	5	3	1	1	2	6	6	2	5	2	2	7	2	1	7	6	6	6	6	5	6	21	6	NA	3	2.2	"No"	"No"	"M"	2	3	5	6	-2	1	858.766666666667	85.1666666666667	775.933333333333	82.3433333333333	805.833333333333	88.01	863.066666666667	87.2333333333333	9	"Less Violent"	"Hard"	0.903543841943872	0.933686080642669
205	0	1	0	0	0	1	0	0	0	0	0	0	0	1	"No"	"Maybe"	4	1	0	320	13	933	147	0	"RP"	"Yes"	9	4	3	7	1	1	5	5	6	7	6	1	7	3	5	7	7	3	5	6	7	7	1	7	7	2	3	5	7	4	4	18	2	NA	1	2.8	"No"	"No"	"M"	7	8	7	9	7	7	1103.43333333333	87.5933333333333	947.966666666667	75.3966666666667	960.733333333333	78.4733333333333	1072.73333333333	84.8233333333333	9	"Violent"	"Easy"	0.859106425399514	0.895593810204465
206	1	1	0	0	0	1	0	0	0	0	0	1	0	1	"Maybe"	"No"	2	2	8	188	4	867	63	126	"JC"	"Yes"	7	4	2	5	1	1	4	2	3	4	7	7	7	5	7	3	3	7	7	5	3	3	5	5	3	1	1	2	3	1	4	19	2	NA	2	2.8	"No"	"No"	"M"	3	-8	1	5	2	0	965.6	88.07	953.4	87.8566666666667	985.4	89.3033333333333	990.066666666667	85.2466666666667	7	"Violent"	"Hard"	0.987365368682684	0.995286512692748
207	0	1	0	0	0	0	0	0	0	0	0	1	0	2	"No"	"No"	2	3	0	433	14	2396	84	0	"JC"	"Maybe"	9	4	1	7	1	1	7	7	4	4	4	4	1	1	1	4	7	1	1	1	2	7	1	1	3	5	7	7	7	3	5	20	5	NA	2	3.2	"No"	"No"	"F"	10	0	10	10	5	6	943	84.9433333333333	915	89.7733333333333	908.033333333333	89.7	949.333333333333	86.34	9	"Less Violent"	"Easy"	0.970307529162248	0.956495786516854
209	0	0	0	0	1	1	0	1	0	0	1	0	0	4	"Yes"	"Yes"	2	1	0	488	22	1780	202	0	"MB"	"Yes"	9	5	5	2	1	1	6	5	4	5	1	1	5	2	6	6	6	2	2	3	2	6	1	5	4	5	6	4	2	1	5	19	5	NA	1	4	"Yes"	"Yes"	"M"	0	-10	3	9	-7	-5	929.266666666667	88.54	883	89.6333333333333	848.666666666667	89.5733333333333	933.166666666667	83.58	9	"Violent"	"Easy"	0.950211636415811	0.909448115734953
210	1	1	0	0	1	0	1	0	0	0	1	1	0	4	"No"	"No"	4	2	1	335	9	1247	130	74	"DT"	"Yes"	8	1	6	3	1	2	7	1	2	1	1	1	6	2	5	7	7	1	1	1	2	6	1	5	6	6	7	7	6	3	6	19	5	NA	1	3.5	"Yes"	"No"	"M"	5	-2	7	7	3	5	907.733333333333	83.57	879.166666666667	88.0666666666667	866.766666666667	86.39	878.633333333333	76.97	8	"Violent"	"Hard"	0.968529670975324	0.986494176562086
211	0	1	0	0	0	0	0	0	0	0	1	0	0	2	"No"	"No"	4	3	0	375	12	295	313	0	"RP"	"Maybe"	9	7	1	7	1	1	7	7	3	6	1	1	1	1	2	3	3	5	1	1	1	7	2	1	5	1	7	7	7	7	7	19	2	NA	1	3.2	"No"	"No"	"M"	-6	-8	-7	2	3	-2	883.066666666667	86.2466666666667	867.333333333333	83.2666666666667	893.9	82.2166666666667	890.133333333333	89.03	9	"Less Violent"	"Easy"	0.982183300619054	1.00423157579389
212	1	1	0	1	0	0	1	0	0	0	1	0	0	4	"No"	"Yes"	2	4	0	372	12	1416	112	45	"JC"	"Yes"	9	7	1	7	1	1	7	7	5	5	5	1	1	1	1	5	5	3	5	2	3	6	2	1	4	5	7	7	7	7	7	18	5	NA	1	3.62	"No"	"No"	"M"	5	2	4	6	3	4	790.466666666667	88.9566666666667	774.466666666667	88.0033333333333	781.8	89	797.2	84.5966666666667	9	"Less Violent"	"Hard"	0.979758792274606	0.980682388359257
213	1	0	0	1	0	0	1	0	0	0	1	0	0	4	"Maybe"	"No"	2	2	0	373	12	1617	85	87	"HG"	"Yes"	6	3	6	3	5	5	4	7	7	7	3	1	6	1	6	4	6	2	3	1	2	7	3	4	7	6	7	7	7	7	7	19	5	NA	3	2.7	"No"	"No"	"M"	4	7	5	6	8	6	890.733333333333	89.2933333333333	847.366666666667	86.7766666666667	852.4	78.7466666666667	892.9	88.6933333333333	6	"Violent"	"Hard"	0.951313524436794	0.954642177175496
214	0	0	1	0	0	1	0	0	0	0	0	0	0	3	"No"	"No"	4	2	2	380	10	1675	103	89	"RP"	"Yes"	9	2	4	2	1	1	7	7	5	5	6	2	7	2	5	5	6	2	4	1	5	7	3	3	5	6	7	5	6	7	7	19	1	NA	1	3.275	"Yes"	"Yes"	"M"	3	0	0	7	4	2	817.533333333333	87.1166666666667	779.433333333333	85.8	766.8	83.16	777.833333333333	83.18	9	"Violent"	"Hard"	0.953396395661747	0.985815298907221
215	0	0	0	0	1	1	0	0	0	0	0	0	0	2	"Maybe"	"No"	2	3	0	91	22	382	27	0	"JC"	"Maybe"	4	2	4	2	4	2	3	7	2	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	7	5	5	2	4	18	5	NA	1	3.34	"Yes"	"Yes"	"M"	3	4	2	5	2	4	934.3	88.65	899.266666666667	84.8933333333333	881	88.46	928.166666666667	85.0533333333333	4	"Less Violent"	"Easy"	0.962503121766742	0.949182977195187
218	1	1	1	0	0	1	0	1	0	0	1	0	0	3	"No"	"No"	4	2	2	460	15	1644	159	93	"DT"	"Yes"	7	7	1	7	1	1	7	7	6	7	5	5	6	1	5	4	3	5	6	1	4	7	4	3	6	3	7	7	7	5	6	18	5	NA	1	3.3	"No"	"No"	"M"	-2	5	-1	7	-1	1	847.833333333333	88.9866666666667	816.933333333333	85.7733333333333	828.4	89.49	865.6	83.4766666666667	7	"Violent"	"Hard"	0.963554157656772	0.957024029574861
219	0	0	0	0	1	0	1	0	0	0	0	0	0	2	"No"	"Yes"	2	3	0	526	17	2499	135	0	"MB"	"Yes"	5	4	1	1	1	1	7	7	2	5	1	1	1	1	1	2	7	1	2	1	1	7	1	2	3	1	7	7	1	1	4	19	5	NA	1	3.608	"No"	"No"	"M"	5	1	7	10	5	4	957.766666666667	85.4266666666667	886.6	86.1366666666667	878.9	87.4133333333333	923.633333333333	84.9466666666667	5	"Less Violent"	"Easy"	0.925695193679741	0.95156808257245
221	0	0	1	0	0	1	0	0	0	0	0	0	0	1	"No"	"Yes"	2	1	0	278	22	892	200	NA	"MB"	"Yes"	5	7	1	7	1	1	7	7	4	4	1	1	4	4	4	4	7	1	1	1	1	7	1	1	4	5	5	5	7	5	4	19	5	NA	1	3.1	"No"	"No"	"M"	3	-10	4	2	-2	3	797.866666666667	86.17	749.1	86.0733333333333	735.066666666667	89.22	794.866666666667	83.2333333333333	5	"Violent"	"Easy"	0.938878676470588	0.924767256562946
223	0	0	1	0	0	0	1	0	0	0	0	0	0	1	"Maybe"	"Yes"	4	3	0	432	14	2314	92	0	"JC"	"Yes"	9	6	1	1	1	1	6	7	1	5	1	1	4	1	1	1	7	1	1	1	2	1	1	6	4	2	7	6	4	3	7	20	2	5	3	2.8	"No"	"No"	"M"	5	-10	0	5	-8	-5	917.066666666667	88.29	825.6	88.45	838.5	77.8366666666667	913.1	83.9966666666667	9	"Less Violent"	"Easy"	0.900261703983716	0.918300295695981
226	1	0	1	0	0	1	0	0	0	0	0	0	0	2	"Maybe"	"Yes"	4	2	2	249	6	975	61	67	"AM"	"Yes"	9	3	3	5	1	2	5	6	5	5	5	4	6	2	5	4	5	3	5	2	4	5	3	5	5	4	5	5	6	2	3	19	5	NA	1	3.6	"No"	"No"	"M"	9	8	9	10	8	9	899.066666666667	84.1333333333333	866.966666666667	80.9033333333333	873.1	81.7266666666667	901.7	83.7533333333333	9	"Violent"	"Hard"	0.964296307281626	0.968282133747366
227	0	0	0	1	0	0	0	0	0	0	1	0	0	4	"Maybe"	"No"	2	3	0	494	15	983	303	0	"JC"	"Yes"	9	7	1	4	1	1	7	4	7	7	1	1	1	1	1	4	4	4	1	4	4	4	1	4	7	4	7	7	7	7	7	18	5	NA	1	3	"No"	"No"	"M"	5	5	5	10	8	5	855.466666666667	88.1933333333333	809.266666666667	88.6266666666667	827.433333333333	82.6633333333333	878.833333333333	85.6933333333333	9	"Less Violent"	"Easy"	0.945994389027431	0.941513369998104
228	1	1	0	0	0	0	0	1	0	0	0	0	0	2	"No"	"No"	4	4	1	389	13	1622	179	77	"RP"	"Maybe"	2	4	3	4	3	4	4	6	5	5	4	3	3	3	3	5	5	3	4	3	3	5	3	3	5	5	7	6	5	4	5	18	5	NA	1	3.52	"No"	"No"	"M"	0	0	2	-2	-5	-1	914.3	87.89	868.766666666667	77.85	869.333333333333	81.9366666666667	922.366666666667	85.6266666666667	2	"Less Violent"	"Hard"	0.950198694812061	0.942502981460734
231	0	1	0	0	0	1	0	1	0	0	0	1	1	3	"No"	"No"	2	3	0	438	14	1700	80	0	"AM"	"Yes"	5	5	3	4	2	3	4	5	4	4	2	2	1	2	4	5	5	3	3	2	4	7	2	2	5	6	7	6	6	7	7	19	5	NA	1	2.8	"No"	"No"	"M"	-5	0	-7	2	3	-4	918.425	84.62	865.8	86.795	883.65	86.715	918.225	85.4125	5	"Less Violent"	"Easy"	0.942700819337453	0.962345830270358
232	0	0	0	1	0	0	0	0	0	0	0	1	0	3	"No"	"No"	4	4	0	347	11	1300	130	39	"HG"	"Yes"	4	2	2	2	1	2	3	7	4	6	2	2	2	1	2	5	6	3	3	1	3	7	1	7	5	7	7	6	7	2	6	21	5	NA	3	3.5	"No"	"No"	"M"	-3	-9	-3	7	-6	-3	863.933333333333	79.98	835.7	86.02	809.366666666667	89.4333333333333	853.766666666667	83.35	4	"Less Violent"	"Hard"	0.967320009259974	0.947995158708468
234	0	0	1	0	0	1	0	0	0	0	1	0	0	3	"No"	"Yes"	2	2	3	163	3	725	33	67	"JH"	"Yes"	9	7	1	7	1	1	7	5	6	7	3	4	3	1	4	6	6	2	2	3	4	6	2	4	7	1	5	4	5	2	2	19	5	NA	1	3.4	"No"	"No"	"M"	5	6	5	6	-7	2	900.1	83.8966666666667	866.3	87.8633333333333	861.733333333333	87.65	896.666666666667	83.9566666666667	9	"Violent"	"Hard"	0.962448616820353	0.961040892193308
235	0	1	0	0	0	0	1	0	0	0	0	0	0	2	"Maybe"	"Yes"	4	3	0	455	16	1593	189	0	"RP"	"Yes"	2	5	4	4	4	4	4	5	4	5	1	2	4	4	1	4	6	4	4	4	2	7	2	2	4	4	7	6	4	5	5	19	5	NA	1	2.9	"No"	"No"	"M"	7	7	8	8	9	8	874.466666666667	88.9933333333333	819.366666666667	89.6733333333333	800.966666666667	85.06	874.266666666667	88.6233333333333	2	"Less Violent"	"Easy"	0.936990165434169	0.916158304102486
237	0	1	0	0	0	1	0	1	0	0	1	1	0	2	"No"	"No"	2	1	0	350	21	1824	79	0	"MB"	"Yes"	3	4	1	4	1	1	7	7	6	7	1	1	7	1	1	4	7	1	1	1	1	7	1	7	5	5	7	3	6	6	7	18	5	NA	1	3	"No"	"No"	"M"	8	0	2	10	-10	6	1009	84.8833333333333	917.566666666667	87.5166666666667	876.4	89.62	992.333333333333	82.43	3	"Violent"	"Easy"	0.909382226627024	0.883170977494122
238	0	0	1	0	0	1	1	0	0	0	0	1	0	1	"No"	"Yes"	4	2	1	314	9	1110	117	71	"DT"	"Yes"	7	5	3	4	1	1	5	7	6	7	5	1	4	1	5	4	5	2	3	2	1	3	1	5	6	6	7	6	5	3	7	19	2	NA	2	2.5	"No"	"No"	"M"	7	-3	6	8	0	4	964.066666666667	78.1066666666667	895.333333333333	88.44	896.766666666667	84.3333333333333	983.533333333333	87.6133333333333	7	"Violent"	"Hard"	0.928704792199709	0.911780654782079
239	0	0	0	0	1	1	0	1	0	0	0	1	0	5	"Maybe"	"No"	4	3	0	488	22	1502	203	0	"DT"	"Maybe"	2	2	2	2	2	4	2	7	1	2	1	1	1	2	2	1	2	5	1	2	1	7	2	4	1	3	6	3	7	5	6	19	6	NA	1	3.2	"No"	"No"	"M"	0	0	-2	5	1	-1	921.9	87.53	867.033333333333	84.2433333333333	869.333333333333	81.76	907.733333333333	85.2833333333333	2	"Less Violent"	"Easy"	0.940485229779079	0.957696827262045
240	0	0	0	0	1	0	0	0	0	0	1	1	0	3	"No"	"No"	2	4	3	262	6	1154	69	67	"MB"	"Yes"	9	4	4	4	4	4	3	5	3	3	3	1	1	3	5	3	5	3	3	5	3	5	3	1	4	1	5	5	3	5	5	19	5	NA	1	3	"No"	"No"	"M"	6	0	2	10	2	6	985.8	85.95	925.733333333333	85.3366666666667	936.333333333333	79.87	965.933333333333	88.0633333333333	9	"Less Violent"	"Hard"	0.939068100358423	0.969356063220374
242	0	1	0	0	1	1	0	1	0	0	0	1	0	1	"No"	"Maybe"	2	2	0	295	9	1227	64	52	"RP"	"Yes"	9	4	4	3	1	1	3	7	4	5	3	2	2	1	2	5	6	2	3	3	1	7	1	1	5	3	5	5	2	4	4	19	5	NA	1	3	"No"	"No"	"M"	7	6	7	10	9	8	885.066666666667	89.31	773.633333333333	84.2333333333333	789.933333333333	88.74	899.166666666667	84.9566666666667	9	"Violent"	"Hard"	0.874096113287134	0.878517145505097
245	0	1	0	0	0	0	0	0	0	0	1	0	0	3	"Maybe"	"No"	4	1	0	412	14	759	221	0	"RP"	"Yes"	6	6	2	2	1	2	6	5	4	5	1	1	5	3	1	4	6	1	1	2	2	6	2	4	4	5	7	7	5	5	6	22	5	NA	4	3	"No"	"No"	"M"	7	-6	-2	6	-6	-4	939.066666666667	87.8233333333333	913.233333333333	86.7133333333333	919.866666666667	88.9633333333333	952.8	83.49	6	"Violent"	"Easy"	0.972490416015902	0.965435208508257
247	0	1	0	0	0	0	0	0	0	0	0	1	0	2	"Maybe"	"Yes"	2	3	0	395	13	940	168	0	"JC"	"Yes"	4	4	3	4	2	3	5	7	4	5	1	4	3	2	5	3	5	4	5	4	5	5	4	3	4	5	5	3	6	2	3	19	5	NA	1	2.75	"No"	"No"	"M"	9	0	3	7	-2	2	897.833333333333	88.9566666666667	889.166666666667	75.3833333333333	874.2	75.7633333333333	894.633333333333	86.5833333333333	4	"Less Violent"	"Easy"	0.990347131984408	0.977160102835427
248	0	0	1	0	0	0	0	0	0	0	1	0	0	2	"No"	"No"	2	4	4	381	8	1501	159	100	"MB"	"Yes"	6	5	3	5	1	3	6	5	4	4	5	4	4	2	3	5	5	3	5	3	4	5	3	2	4	5	7	6	4	4	5	19	5	NA	1	3	"No"	"No"	"M"	5	7	5	8	6	6	870.833333333333	87.5233333333333	815.733333333333	83.62	830.733333333333	87.15	865.5	84.8533333333333	6	"Less Violent"	"Hard"	0.936727272727273	0.959830541113036
249	1	1	0	1	0	0	0	1	1	0	0	0	1	3	"Yes"	"Yes"	4	1	0	511	20	1175	227	0	"DT"	"Yes"	9	4	2	4	1	2	5	7	4	3	3	2	7	1	2	3	5	1	1	1	3	7	2	4	1	1	5	6	5	3	4	18	2	NA	1	3.95	"No"	"No"	"M"	5	2	4	9	8	5	1013.93333333333	83.1466666666667	899	86.8766666666667	921	86.5566666666667	1028.5	82.78	9	"Violent"	"Easy"	0.886646064830038	0.895478852698104
250	0	0	0	0	1	0	0	1	0	0	1	1	0	4	"No"	"No"	2	2	5	336	6	1565	59	127	"MB"	"Yes"	3	4	3	4	2	4	2	6	6	6	5	6	7	4	4	5	6	4	4	2	3	5	3	5	5	5	5	4	5	3	4	18	5	NA	2	2.7	"No"	"No"	"M"	5	2	5	10	8	8	923.866666666667	84.5366666666667	834.233333333333	87.8233333333333	828.533333333333	87.9466666666667	890.666666666667	82.99	3	"Violent"	"Hard"	0.902980228027132	0.930239520958083
251	0	0	1	0	0	1	1	1	1	0	1	0	0	3	"No"	"No"	4	3	0	159	22	0	167	0	"JC"	"Yes"	5	5	2	5	2	2	7	7	4	4	2	1	1	1	4	1	1	1	1	1	1	1	2	3	4	4	5	5	5	2	4	19	5	NA	1	3.8	"No"	"No"	"M"	8	6	8	8	8	9	956.666666666667	87.56	915.766666666667	89.37	919.766666666667	87.2166666666667	934.566666666667	88.04	5	"Less Violent"	"Easy"	0.957247386759582	0.984163783571709
